UIK.RAW	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.PRELIMINARY	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	TIK	BABURIN	BABURIN.pct	GRUDININ	GRUDININ.pct	ZHIRINOVSKI	ZHIRINOVSKI.pct	PUTIN	PUTIN.pct	SOBCHAK	SOBCHAK.pct	SURAIKIN	SURAIKIN.pct	TITOV	TITOV.pct	YAVLINSKI	YAVLINSKI.pct
УИК №521	521	2507	2500	0	1625	46	829	46	1623	22	1647	0	0	17	14	0.84%	149	8.93%	75	4.49%	1258	75.37%	73	4.37%	10	0.60%	28	1.68%	40	2.40%
УИК №522	522	2082	2000	0	1441	32	527	32	1438	16	1454	0	0	17	16	1.09%	142	9.66%	52	3.54%	1126	76.60%	49	3.33%	13	0.88%	18	1.22%	38	2.59%
УИК №523	523	1930	2000	0	1310	34	656	34	1310	14	1330	0	0	17	5	0.37%	131	9.75%	58	4.32%	1018	75.74%	57	4.24%	9	0.67%	17	1.26%	35	2.60%
УИК №524	524	1857	2000	0	1362	26	609	26	1362	12	1376	3	0	17	11	0.79%	97	6.99%	42	3.03%	1135	81.77%	32	2.31%	9	0.65%	14	1.01%	36	2.59%
УИК №525	525	1986	2000	0	1360	30	610	30	1360	14	1376	0	0	17	17	1.22%	152	10.94%	61	4.39%	1019	73.31%	55	3.96%	14	1.01%	28	2.01%	30	2.16%
УИК №526	526	2165	2000	0	1375	62	563	62	1375	18	1419	0	0	17	11	0.77%	112	7.79%	54	3.76%	1135	78.98%	46	3.20%	9	0.63%	13	0.90%	39	2.71%
УИК №527	527	2066	1500	0	1179	30	291	30	1172	11	1191	0	0	17	8	0.67%	108	8.99%	45	3.74%	911	75.79%	48	3.99%	10	0.83%	20	1.66%	41	3.41%
УИК №528	528	1687	1500	0	1097	37	366	37	1093	12	1118	0	0	17	11	0.97%	101	8.94%	28	2.48%	869	76.90%	48	4.25%	1	0.09%	18	1.59%	42	3.72%
УИК №529	529	1753	2000	0	1262	27	711	27	1260	13	1274	2	2	17	13	1.01%	124	9.63%	62	4.82%	954	74.13%	56	4.35%	12	0.93%	16	1.24%	37	2.87%
УИК №530	530	2125	2000	0	1423	47	530	47	1423	7	1463	0	0	17	15	1.02%	126	8.57%	58	3.95%	1101	74.90%	79	5.37%	16	1.09%	19	1.29%	49	3.33%
УИК №531	531	2016	2000	0	1709	196	95	196	1709	3	1902	0	0	17	11	0.58%	112	5.88%	23	1.21%	1683	88.35%	22	1.15%	7	0.37%	3	0.16%	41	2.15%
УИК №532	532	1980	2000	0	1218	40	742	40	1216	16	1240	0	0	17	14	1.11%	115	9.16%	58	4.62%	954	75.96%	39	3.11%	10	0.80%	19	1.51%	31	2.47%
УИК №533	533	2345	2500	0	1511	59	930	59	1506	21	1544	5	5	17	12	0.77%	145	9.27%	79	5.05%	1172	74.89%	64	4.09%	15	0.96%	21	1.34%	36	2.30%
УИК №534	534	2628	2500	0	1681	29	790	29	1681	33	1677	0	0	17	26	1.52%	128	7.49%	89	5.20%	1305	76.32%	43	2.51%	6	0.35%	24	1.40%	56	3.27%
УИК №535	535	2142	2000	0	1563	36	401	36	1527	21	1542	0	0	17	15	0.96%	35	2.24%	44	2.82%	1322	84.58%	51	3.26%	9	0.58%	16	1.02%	50	3.20%
УИК №536	536	2356	2000	0	1385	27	588	27	1383	24	1386	0	0	17	9	0.64%	116	8.23%	63	4.47%	1066	75.60%	58	4.11%	16	1.13%	20	1.42%	38	2.70%
УИК №537	537	2347	2000	0	1832	37	131	37	1828	20	1845	0	0	17	12	0.64%	143	7.67%	65	3.49%	1500	80.43%	57	3.06%	12	0.64%	19	1.02%	37	1.98%
УИК №538	538	2152	2000	0	1253	20	727	20	1241	20	1241	0	0	17	12	0.95%	124	9.83%	50	3.97%	956	75.81%	33	2.62%	15	1.19%	15	1.19%	36	2.85%
УИК №539	539	1857	1500	0	1164	22	314	22	1162	17	1167	0	0	17	13	1.10%	85	7.18%	69	5.83%	917	77.45%	36	3.04%	5	0.42%	15	1.27%	27	2.28%
УИК №540	540	2341	2000	0	1376	23	601	23	1372	8	1387	0	0	17	12	0.86%	167	11.97%	47	3.37%	975	69.89%	84	6.02%	7	0.50%	28	2.01%	67	4.80%
УИК №541	541	2427	2500	0	1522	32	946	32	1522	19	1535	0	0	17	15	0.97%	129	8.30%	94	6.05%	1090	70.14%	94	6.05%	7	0.45%	23	1.48%	83	5.34%
УИК №542	542	2390	2000	0	1448	46	506	46	1448	20	1474	0	0	17	14	0.94%	144	9.64%	67	4.48%	1128	75.50%	51	3.41%	10	0.67%	19	1.27%	41	2.74%
УИК №543	543	2498	2000	0	1554	46	400	46	1551	23	1574	0	0	17	17	1.06%	149	9.33%	90	5.64%	1170	73.26%	62	3.88%	12	0.75%	15	0.94%	59	3.69%
УИК №544	544	2000	2000	0	1384	100	516	100	1377	16	1461	0	0	17	10	0.68%	117	7.92%	47	3.18%	1160	78.54%	50	3.39%	16	1.08%	20	1.35%	41	2.78%
УИК №545	545	1441	1500	0	973	79	448	79	972	10	1041	0	0	17	11	1.05%	85	8.09%	36	3.43%	810	77.07%	42	3.99%	8	0.76%	12	1.14%	37	3.52%
УИК №546	546	1460	1500	0	847	31	622	31	847	8	870	0	0	17	13	1.48%	90	10.25%	38	4.33%	634	72.21%	34	3.87%	6	0.68%	19	2.16%	36	4.10%
УИК №547	547	1649	2000	0	1130	9	861	9	1119	14	1114	0	0	17	6	0.53%	126	11.17%	30	2.66%	811	71.90%	84	7.45%	7	0.62%	21	1.86%	29	2.57%
УИК №548	548	2436	2500	0	1948	43	509	43	1948	28	1963	0	0	17	19	0.95%	220	11.05%	113	5.68%	1444	72.53%	99	4.97%	10	0.50%	18	0.90%	40	2.01%
УИК №549	549	1824	2000	0	1293	37	670	37	1250	18	1269	0	0	17	7	0.54%	90	6.99%	47	3.65%	1008	78.32%	44	3.42%	8	0.62%	20	1.55%	45	3.50%
УИК №550	550	1887	2000	0	1152	35	813	35	1146	9	1172	0	0	17	6	0.51%	102	8.64%	46	3.90%	881	74.60%	56	4.74%	9	0.76%	26	2.20%	46	3.90%
УИК №551	551	1739	1500	0	1105	28	367	28	1105	12	1121	0	0	17	10	0.88%	99	8.74%	42	3.71%	876	77.32%	32	2.82%	11	0.97%	12	1.06%	39	3.44%
УИК №552	552	1720	1500	0	998	59	443	59	990	8	1041	0	0	17	9	0.86%	100	9.53%	58	5.53%	786	74.93%	28	2.67%	8	0.76%	17	1.62%	35	3.34%
УИК №553	553	1536	1500	0	1080	31	354	31	1080	16	1095	35	0	17	9	0.81%	83	7.47%	41	3.69%	855	76.96%	50	4.50%	10	0.90%	16	1.44%	31	2.79%
УИК №554	554	1589	1500	0	1066	46	388	46	1066	19	1093	0	0	17	12	1.08%	107	9.62%	54	4.86%	823	74.01%	49	4.41%	4	0.36%	13	1.17%	31	2.79%
УИК №555	555	2032	2000	0	1474	32	494	32	1474	19	1487	0	0	17	14	0.93%	111	7.37%	44	2.92%	1154	76.63%	67	4.45%	14	0.93%	28	1.86%	55	3.65%
УИК №556	556	2150	2000	0	1474	27	499	27	1474	10	1491	0	0	17	14	0.93%	123	8.19%	56	3.73%	1127	75.08%	61	4.06%	11	0.73%	33	2.20%	66	4.40%
УИК №557	557	1802	2000	0	1306	43	651	43	1306	28	1321	0	0	17	30	2.22%	109	8.08%	58	4.30%	967	71.68%	67	4.97%	25	1.85%	22	1.63%	43	3.19%
УИК №558	558	1784	2000	0	1209	40	751	40	1209	9	1240	0	0	17	18	1.44%	83	6.65%	37	2.96%	973	77.90%	48	3.84%	9	0.72%	17	1.36%	55	4.40%
УИК №559	559	2248	2000	0	1383	36	581	36	1347	20	1363	0	0	17	22	1.59%	104	7.52%	39	2.82%	1028	74.33%	78	5.64%	13	0.94%	24	1.74%	55	3.98%
УИК №560	560	1503	1500	0	1028	17	455	17	1028	8	1037	0	0	17	9	0.86%	96	9.19%	33	3.16%	803	76.84%	37	3.54%	9	0.86%	13	1.24%	37	3.54%
УИК №561	561	1920	2000	0	1579	27	394	27	1552	32	1547	0	0	17	11	0.70%	126	7.98%	46	2.91%	1190	75.36%	71	4.50%	11	0.70%	25	1.58%	67	4.24%
УИК №562	562	1959	2000	0	1859	31	110	27	1851	21	1857	0	0	17	20	1.06%	152	8.09%	49	2.61%	1396	74.33%	103	5.48%	10	0.53%	35	1.86%	92	4.90%
УИК №563	563	2315	2500	0	1674	30	796	30	1674	25	1679	0	0	17	14	0.82%	146	8.57%	45	2.64%	1263	74.12%	60	3.52%	12	0.70%	25	1.47%	114	6.69%
УИК №564	564	1507	1500	0	1076	19	405	19	1076	23	1072	0	0	17	8	0.73%	82	7.49%	40	3.65%	834	76.16%	46	4.20%	11	1.00%	21	1.92%	30	2.74%
УИК №565	565	2545	2500	0	1797	12	691	12	1797	20	1789	0	0	17	16	0.88%	188	10.39%	53	2.93%	1306	72.19%	101	5.58%	9	0.50%	35	1.93%	81	4.48%
УИК №566	566	2810	2000	0	1526	48	425	48	1522	21	1549	1	0	17	23	1.46%	149	9.49%	60	3.82%	1109	70.64%	88	5.61%	12	0.76%	25	1.59%	83	5.29%
УИК №567	567	1797	2000	0	1228	44	726	44	1228	14	1258	2	0	17	8	0.63%	123	9.67%	36	2.83%	921	72.41%	73	5.74%	11	0.86%	24	1.89%	62	4.87%
УИК №568	568	2050	2000	0	1421	73	506	73	1376	17	1432	0	0	17	25	1.73%	139	9.59%	36	2.48%	1046	72.19%	86	5.94%	11	0.76%	29	2.00%	60	4.14%
УИК №569	569	2047	2000	0	1210	32	758	32	1210	21	1221	0	0	17	8	0.64%	120	9.66%	51	4.11%	884	71.18%	75	6.04%	6	0.48%	13	1.05%	64	5.15%
УИК №570	570	1192	1300	0	948	22	330	22	883	16	889	0	0	17	4	0.44%	79	8.73%	34	3.76%	664	73.37%	65	7.18%	3	0.33%	14	1.55%	26	2.87%
УИК №571	571	1005	1000	0	871	5	124	5	870	14	861	0	0	17	9	1.03%	96	10.97%	22	2.51%	599	68.46%	75	8.57%	5	0.57%	16	1.83%	39	4.46%
УИК №572	572	2028	2000	0	1593	10	380	10	1593	17	1586	17	0	17	12	0.75%	211	13.16%	34	2.12%	1054	65.75%	157	9.79%	7	0.44%	49	3.06%	62	3.87%
УИК №573	573	2676	3000	0	2617	0	383	0	2617	23	2594	0	0	17	7	0.27%	143	5.46%	75	2.87%	2313	88.38%	33	1.26%	3	0.11%	8	0.31%	12	0.46%
УИК №574	574	1603	1500	0	1261	5	234	5	1261	11	1255	0	0	17	13	1.03%	126	9.95%	31	2.45%	926	73.14%	77	6.08%	6	0.47%	33	2.61%	43	3.40%
УИК №2283	2283	265	500	0	187	35	278	35	187	4	218	0	0	17	3	1.35%	31	13.96%	9	4.05%	165	74.32%	4	1.80%	1	0.45%	3	1.35%	2	0.90%
УИК №2284	2284	526	500	0	500	0	0	0	500	8	492	0	0	17	4	0.80%	23	4.60%	25	5.00%	402	80.40%	19	3.80%	1	0.20%	9	1.80%	9	1.80%
УИК №2285	2285	992	1000	0	950	0	50	0	950	97	853	0	0	17	11	1.16%	32	3.37%	93	9.79%	627	66.00%	64	6.74%	4	0.42%	8	0.84%	14	1.47%
УИК №1612	1612	1769	1400	0	1301	22	77	22	1285	14	1293	0	0	18	14	1.07%	111	8.49%	42	3.21%	992	75.90%	68	5.20%	9	0.69%	17	1.30%	40	3.06%
УИК №1613	1613	1264	1200	0	974	34	192	34	955	14	975	0	0	18	8	0.81%	75	7.58%	38	3.84%	755	76.34%	48	4.85%	4	0.40%	12	1.21%	35	3.54%
УИК №1614	1614	1724	1500	0	806	29	665	29	803	13	819	0	0	18	4	0.48%	74	8.89%	54	6.49%	576	69.23%	42	5.05%	6	0.72%	11	1.32%	52	6.25%
УИК №1615	1615	1902	1500	0	1013	13	474	13	1012	14	1011	0	0	18	11	1.07%	83	8.10%	41	4.00%	730	71.22%	59	5.76%	9	0.88%	28	2.73%	50	4.88%
УИК №1616	1616	1837	1600	0	1318	39	243	39	1279	42	1276	0	0	18	7	0.53%	83	6.30%	36	2.73%	1020	77.39%	54	4.10%	8	0.61%	21	1.59%	47	3.57%
УИК №1617	1617	1550	1300	0	1024	29	247	29	1004	12	1021	0	0	18	9	0.87%	87	8.42%	34	3.29%	758	73.38%	75	7.26%	5	0.48%	18	1.74%	35	3.39%
УИК №1618	1618	1450	1100	0	971	14	115	14	962	13	963	0	0	18	5	0.51%	82	8.40%	30	3.07%	712	72.95%	73	7.48%	7	0.72%	13	1.33%	41	4.20%
УИК №1619	1619	1983	1500	0	1392	78	30	78	1356	21	1413	0	0	18	8	0.56%	87	6.07%	43	2.99%	1102	76.85%	88	6.14%	5	0.35%	25	1.74%	55	3.84%
УИК №1620	1620	2061	1800	0	1042	30	728	30	1037	14	1053	0	0	18	8	0.75%	110	10.31%	34	3.19%	752	70.48%	72	6.75%	2	0.19%	21	1.97%	54	5.06%
УИК №1621	1621	1923	1600	0	979	23	598	23	979	13	989	0	0	18	10	0.99%	54	5.39%	15	1.50%	804	80.24%	35	3.49%	4	0.40%	14	1.40%	53	5.29%
УИК №1622	1622	2346	2000	0	1180	11	809	11	1175	19	1167	0	0	18	16	1.35%	118	9.95%	45	3.79%	802	67.62%	77	6.49%	13	1.10%	25	2.11%	71	5.99%
УИК №1623	1623	1347	1100	0	762	7	331	7	755	14	748	0	0	18	9	1.18%	76	9.97%	18	2.36%	594	77.95%	20	2.62%	4	0.52%	9	1.18%	18	2.36%
УИК №1624	1624	1887	1600	0	972	29	599	29	972	9	992	0	0	18	9	0.90%	73	7.29%	15	1.50%	757	75.62%	55	5.49%	5	0.50%	21	2.10%	57	5.69%
УИК №1625	1625	1794	1600	0	1002	17	581	17	1002	12	1007	0	0	18	5	0.49%	92	9.03%	42	4.12%	747	73.31%	47	4.61%	7	0.69%	19	1.86%	48	4.71%
УИК №1626	1626	1037	900	0	729	12	159	12	728	8	732	0	0	18	4	0.54%	102	13.78%	8	1.08%	560	75.68%	37	5.00%	3	0.41%	7	0.95%	11	1.49%
УИК №1627	1627	1590	1300	0	1119	23	158	23	1119	15	1127	0	0	18	12	1.05%	120	10.51%	25	2.19%	808	70.75%	62	5.43%	8	0.70%	26	2.28%	66	5.78%
УИК №1628	1628	2263	1900	0	1285	25	590	25	1280	9	1296	0	0	18	13	0.99%	109	8.35%	50	3.83%	946	72.49%	89	6.82%	6	0.46%	20	1.53%	63	4.83%
УИК №1629	1629	1351	1100	0	945	13	142	13	945	5	953	0	0	18	5	0.52%	80	8.35%	32	3.34%	714	74.53%	64	6.68%	4	0.42%	10	1.04%	44	4.59%
УИК №1630	1630	1534	1200	0	1077	6	117	6	1026	8	1024	0	0	18	8	0.78%	86	8.33%	28	2.71%	780	75.58%	55	5.33%	6	0.58%	9	0.87%	52	5.04%
УИК №1631	1631	2046	1800	0	1422	9	369	9	1419	11	1417	0	0	18	12	0.84%	90	6.30%	39	2.73%	1146	80.25%	66	4.62%	5	0.35%	18	1.26%	41	2.87%
УИК №1632	1632	1993	1700	0	1509	13	178	13	1481	14	1480	0	0	18	4	0.27%	127	8.50%	45	3.01%	1082	72.42%	107	7.16%	18	1.20%	29	1.94%	68	4.55%
УИК №1633	1633	1743	1500	0	1205	11	284	11	1192	14	1189	0	0	18	7	0.58%	75	6.23%	41	3.41%	953	79.22%	54	4.49%	10	0.83%	8	0.67%	41	3.41%
УИК №1634	1634	1514	1200	0	1129	24	47	24	1129	21	1132	0	0	18	8	0.69%	91	7.89%	43	3.73%	845	73.29%	79	6.85%	8	0.69%	19	1.65%	39	3.38%
УИК №1635	1635	1474	1400	0	1303	16	81	16	1288	15	1289	0	0	18	3	0.23%	96	7.36%	34	2.61%	1032	79.14%	63	4.83%	5	0.38%	18	1.38%	38	2.91%
УИК №1636	1636	1847	1500	0	1403	14	83	14	1403	15	1402	0	0	18	6	0.42%	76	5.36%	32	2.26%	1137	80.24%	60	4.23%	6	0.42%	17	1.20%	68	4.80%
УИК №1637	1637	2399	2000	0	1706	54	240	54	1635	21	1668	0	0	18	13	0.77%	120	7.10%	31	1.84%	1273	75.37%	111	6.57%	8	0.47%	36	2.13%	76	4.50%
УИК №1638	1638	1921	1500	0	1303	75	122	75	1300	8	1367	0	0	18	16	1.16%	82	5.96%	23	1.67%	1065	77.45%	94	6.84%	4	0.29%	23	1.67%	60	4.36%
УИК №1639	1639	1089	900	0	605	16	279	16	605	8	613	0	0	18	6	0.97%	54	8.70%	16	2.58%	446	71.82%	42	6.76%	3	0.48%	14	2.25%	32	5.15%
УИК №1640	1640	1523	1200	0	965	18	217	18	965	6	977	0	0	18	11	1.12%	80	8.14%	28	2.85%	728	74.06%	55	5.60%	9	0.92%	18	1.83%	48	4.88%
УИК №1641	1641	2012	1600	0	1389	28	183	28	1389	16	1401	0	0	18	13	0.92%	104	7.34%	48	3.39%	1049	74.03%	95	6.70%	2	0.14%	25	1.76%	65	4.59%
УИК №1642	1642	1122	1000	0	853	14	133	14	853	5	862	0	0	18	4	0.46%	93	10.73%	49	5.65%	580	66.90%	41	4.73%	25	2.88%	26	2.99%	44	5.07%
УИК №1643	1643	2240	1900	0	1403	17	480	17	1401	28	1390	0	0	18	9	0.63%	115	8.11%	36	2.54%	1053	74.26%	78	5.50%	4	0.28%	23	1.62%	72	5.08%
УИК №1644	1644	1678	1400	0	1184	23	193	23	1184	20	1187	0	0	18	14	1.16%	70	5.80%	26	2.15%	772	63.96%	222	18.39%	6	0.50%	16	1.33%	61	5.05%
УИК №1645	1645	1415	1200	0	713	17	470	17	705	9	713	0	0	18	8	1.11%	59	8.17%	21	2.91%	521	72.16%	51	7.06%	2	0.28%	10	1.39%	41	5.68%
УИК №1646	1646	1810	1600	0	1411	11	178	11	1407	23	1395	0	0	18	11	0.78%	75	5.29%	35	2.47%	1141	80.47%	69	4.87%	8	0.56%	24	1.69%	32	2.26%
УИК №1647	1647	2665	2200	0	1455	36	709	36	1453	25	1464	0	0	18	13	0.87%	122	8.19%	50	3.36%	1073	72.06%	109	7.32%	5	0.34%	25	1.68%	67	4.50%
УИК №1648	1648	1249	1100	0	883	17	200	17	881	8	890	0	0	18	6	0.67%	49	5.46%	27	3.01%	733	81.63%	32	3.56%	1	0.11%	8	0.89%	34	3.79%
УИК №1649	1649	1396	1100	0	863	19	218	19	863	8	874	0	0	18	4	0.45%	82	9.30%	21	2.38%	658	74.60%	58	6.58%	5	0.57%	20	2.27%	26	2.95%
УИК №1650	1650	1714	1300	0	1261	12	27	12	1249	32	1229	0	0	18	7	0.56%	105	8.33%	54	4.28%	958	75.97%	48	3.81%	9	0.71%	17	1.35%	31	2.46%
УИК №1651	1651	2411	2000	0	1727	63	210	63	1723	16	1770	0	0	18	10	0.56%	101	5.66%	48	2.69%	1478	82.75%	58	3.25%	6	0.34%	24	1.34%	45	2.52%
УИК №1652	1652	1193	1000	0	714	45	241	45	713	5	753	0	0	18	1	0.13%	45	5.94%	23	3.03%	629	82.98%	14	1.85%	4	0.53%	17	2.24%	20	2.64%
УИК №1653	1653	1609	1100	0	858	19	223	19	857	6	870	0	0	18	5	0.57%	74	8.45%	34	3.88%	646	73.74%	47	5.37%	8	0.91%	15	1.71%	41	4.68%
УИК №1654	1654	2345	2000	0	1815	95	90	95	1815	0	1910	0	0	18	8	0.42%	91	4.76%	39	2.04%	1674	87.64%	58	3.04%	5	0.26%	10	0.52%	25	1.31%
УИК №1655	1655	1850	1550	0	1468	18	64	18	1468	24	1462	0	0	18	7	0.47%	145	9.76%	47	3.16%	1189	80.01%	40	2.69%	8	0.54%	9	0.61%	17	1.14%
УИК №1656	1656	2698	2100	0	2031	10	59	10	2031	12	2029	0	0	18	2	0.10%	92	4.51%	30	1.47%	1757	86.09%	82	4.02%	7	0.34%	21	1.03%	38	1.86%
УИК №1657	1657	2411	2000	0	1704	24	272	23	1659	15	1667	0	0	18	6	0.36%	146	8.68%	45	2.68%	1309	77.82%	72	4.28%	12	0.71%	17	1.01%	60	3.57%
УИК №1658	1658	2540	1900	0	1476	31	393	31	1476	16	1491	0	0	18	9	0.60%	79	5.24%	49	3.25%	1168	77.50%	92	6.10%	5	0.33%	26	1.73%	63	4.18%
УИК №1659	1659	2280	1700	0	1383	224	93	224	1379	14	1589	0	0	18	6	0.37%	96	5.99%	23	1.43%	1290	80.47%	69	4.30%	5	0.31%	34	2.12%	66	4.12%
УИК №1660	1660	2210	1700	0	1448	74	178	74	1401	19	1456	0	0	18	12	0.81%	104	7.05%	37	2.51%	1063	72.07%	115	7.80%	7	0.47%	29	1.97%	89	6.03%
УИК №1661	1661	2392	2000	0	1767	62	171	62	1764	37	1789	0	0	18	8	0.44%	128	7.01%	80	4.38%	1414	77.44%	76	4.16%	14	0.77%	12	0.66%	57	3.12%
УИК №1662	1662	2184	1900	0	1551	28	321	28	1551	13	1566	0	0	18	11	0.70%	88	5.57%	42	2.66%	1269	80.37%	73	4.62%	7	0.44%	23	1.46%	53	3.36%
УИК №1663	1663	1616	1400	0	1304	7	89	7	1304	20	1291	0	0	18	4	0.31%	90	6.86%	27	2.06%	1089	83.07%	40	3.05%	2	0.15%	13	0.99%	26	1.98%
УИК №1664	1664	1994	1600	0	1191	53	356	53	1158	22	1189	0	0	18	11	0.91%	106	8.75%	33	2.73%	895	73.91%	78	6.44%	2	0.17%	24	1.98%	40	3.30%
УИК №1665	1665	374	500	0	193	168	139	168	193	4	357	0	0	18	1	0.28%	36	9.97%	10	2.77%	291	80.61%	10	2.77%	1	0.28%	2	0.55%	6	1.66%
УИК №1667	1667	753	2000	0	50	703	1247	703	50	6	747	0	0	18	4	0.53%	79	10.49%	29	3.85%	560	74.37%	31	4.12%	7	0.93%	15	1.99%	22	2.92%
УИК №1279	1279	1974	1500	0	1085	20	395	20	1080	18	1082	0	0	19	7	0.64%	122	11.09%	44	4.00%	740	67.27%	103	9.36%	7	0.64%	27	2.45%	32	2.91%
УИК №1280	1280	2175	2000	0	970	13	1017	13	969	9	973	0	0	19	4	0.41%	121	12.32%	36	3.67%	703	71.59%	45	4.58%	6	0.61%	18	1.83%	40	4.07%
УИК №1281	1281	2553	2500	0	1418	46	1036	46	1418	25	1439	0	0	19	13	0.89%	139	9.49%	56	3.83%	1036	70.77%	104	7.10%	6	0.41%	33	2.25%	52	3.55%
УИК №1282	1282	3075	2600	0	1959	11	630	11	1950	25	1936	0	0	19	15	0.76%	191	9.74%	58	2.96%	1443	73.58%	123	6.27%	12	0.61%	35	1.78%	59	3.01%
УИК №1283	1283	1562	1200	0	1014	12	174	12	1014	20	1006	0	0	19	7	0.68%	123	11.99%	44	4.29%	721	70.27%	57	5.56%	5	0.49%	15	1.46%	34	3.31%
УИК №1284	1284	2179	1700	0	1131	18	551	18	1128	16	1130	0	0	19	7	0.61%	126	10.99%	52	4.54%	826	72.08%	54	4.71%	4	0.35%	24	2.09%	37	3.23%
УИК №1285	1285	1684	1500	0	877	9	614	9	875	8	876	0	0	19	10	1.13%	89	10.07%	37	4.19%	645	72.96%	47	5.32%	6	0.68%	7	0.79%	35	3.96%
УИК №1286	1286	1300	1000	0	861	13	126	13	861	7	867	0	0	19	10	1.14%	90	10.30%	32	3.66%	647	74.03%	39	4.46%	5	0.57%	15	1.72%	29	3.32%
УИК №1287	1287	1163	1000	0	790	29	181	29	790	18	801	0	0	19	18	2.20%	78	9.52%	16	1.95%	590	72.04%	40	4.88%	10	1.22%	15	1.83%	34	4.15%
УИК №1288	1288	936	900	0	598	21	281	21	598	10	609	0	0	19	2	0.32%	58	9.37%	24	3.88%	422	68.17%	57	9.21%	4	0.65%	18	2.91%	24	3.88%
УИК №1289	1289	1353	1000	0	755	27	218	27	752	11	768	0	0	19	4	0.51%	61	7.83%	35	4.49%	570	73.17%	44	5.65%	5	0.64%	21	2.70%	28	3.59%
УИК №1290	1290	2017	2000	0	1135	24	841	24	1134	13	1145	0	0	19	14	1.21%	96	8.29%	47	4.06%	828	71.50%	80	6.91%	6	0.52%	24	2.07%	50	4.32%
УИК №1291	1291	1003	1000	0	595	11	394	11	595	9	597	0	0	19	6	0.99%	55	9.08%	14	2.31%	432	71.29%	40	6.60%	6	0.99%	11	1.82%	33	5.45%
УИК №1292	1292	1359	1200	0	853	19	328	19	852	9	862	0	0	19	7	0.80%	102	11.71%	18	2.07%	612	70.26%	54	6.20%	11	1.26%	13	1.49%	45	5.17%
УИК №1293	1293	1134	1000	0	737	24	239	24	737	6	755	0	0	19	9	1.18%	79	10.38%	20	2.63%	518	68.07%	50	6.57%	5	0.66%	21	2.76%	53	6.96%
УИК №1294	1294	1929	2000	0	1143	24	833	24	1143	16	1151	0	0	19	8	0.69%	106	9.08%	50	4.28%	826	70.78%	69	5.91%	7	0.60%	24	2.06%	61	5.23%
УИК №1295	1295	1162	1000	0	697	45	258	45	697	18	724	0	0	19	6	0.81%	66	8.89%	24	3.23%	505	68.06%	51	6.87%	7	0.94%	14	1.89%	51	6.87%
УИК №1296	1296	1389	1200	0	937	28	235	28	937	9	956	0	0	19	13	1.35%	98	10.16%	31	3.21%	664	68.81%	69	7.15%	6	0.62%	17	1.76%	58	6.01%
УИК №1297	1297	1461	1500	0	995	22	483	22	993	12	1003	0	0	19	7	0.69%	102	10.05%	33	3.25%	690	67.98%	81	7.98%	4	0.39%	20	1.97%	66	6.50%
УИК №1298	1298	2058	2000	0	1122	14	864	14	1121	12	1123	0	0	19	4	0.35%	127	11.19%	44	3.88%	804	70.84%	73	6.43%	5	0.44%	24	2.11%	42	3.70%
УИК №1299	1299	1505	1500	0	882	21	597	21	882	11	892	0	0	19	4	0.44%	80	8.86%	40	4.43%	639	70.76%	68	7.53%	8	0.89%	12	1.33%	41	4.54%
УИК №1300	1300	2213	2100	0	1364	30	706	30	1363	25	1368	0	0	19	11	0.79%	140	10.05%	52	3.73%	991	71.14%	82	5.89%	20	1.44%	25	1.79%	47	3.37%
УИК №1301	1301	2118	2000	0	1212	42	746	42	1212	19	1235	0	0	19	16	1.28%	125	9.97%	51	4.07%	885	70.57%	62	4.94%	4	0.32%	26	2.07%	66	5.26%
УИК №1302	1302	2205	2100	0	1246	17	837	17	1243	25	1235	0	0	19	8	0.63%	153	12.14%	37	2.94%	856	67.94%	88	6.98%	4	0.32%	39	3.10%	50	3.97%
УИК №1303	1303	2164	2100	0	1280	45	775	45	1280	15	1310	0	0	19	19	1.43%	120	9.06%	43	3.25%	922	69.58%	81	6.11%	10	0.75%	31	2.34%	84	6.34%
УИК №1304	1304	1204	1000	0	779	20	201	20	778	11	787	0	0	19	8	1.00%	81	10.15%	33	4.14%	558	69.92%	52	6.52%	8	1.00%	15	1.88%	32	4.01%
УИК №1305	1305	1332	1200	0	894	36	267	36	894	16	914	3	0	19	11	1.18%	92	9.89%	26	2.80%	651	70.00%	57	6.13%	10	1.08%	20	2.15%	47	5.05%
УИК №1306	1306	1580	1500	0	790	39	671	39	787	26	800	0	0	19	11	1.33%	90	10.90%	27	3.27%	565	68.40%	52	6.30%	6	0.73%	12	1.45%	37	4.48%
УИК №1307	1307	2272	2200	0	1385	51	764	51	1380	16	1415	0	0	19	15	1.05%	134	9.36%	52	3.63%	1031	72.05%	77	5.38%	8	0.56%	26	1.82%	72	5.03%
УИК №1308	1308	2225	2000	0	1209	46	745	46	1206	13	1239	0	0	19	17	1.36%	116	9.27%	58	4.63%	923	73.72%	50	3.99%	3	0.24%	23	1.84%	49	3.91%
