UIK.RAW	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.PRELIMINARY	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	TIK	BABURIN	BABURIN.pct	GRUDININ	GRUDININ.pct	ZHIRINOVSKI	ZHIRINOVSKI.pct	PUTIN	PUTIN.pct	SOBCHAK	SOBCHAK.pct	SURAIKIN	SURAIKIN.pct	TITOV	TITOV.pct	YAVLINSKI	YAVLINSKI.pct
УИК №1090	1090	1713	1300	0	1079	12	209	12	1078	14	1076	0	0	6	11	1.01%	98	8.99%	59	5.41%	845	77.52%	21	1.93%	5	0.46%	14	1.28%	23	2.11%
УИК №1091	1091	1668	1500	0	999	19	482	19	999	13	1005	0	0	6	12	1.18%	84	8.25%	37	3.63%	797	78.29%	28	2.75%	8	0.79%	13	1.28%	26	2.55%
УИК №1092	1092	2122	1700	0	1281	25	394	25	1281	17	1289	0	0	6	17	1.30%	113	8.65%	46	3.52%	1017	77.87%	43	3.29%	10	0.77%	13	0.99%	30	2.30%
УИК №1093	1093	2464	2000	0	1370	19	611	19	1367	14	1372	0	0	6	10	0.72%	110	7.94%	86	6.20%	1066	76.91%	43	3.10%	9	0.65%	17	1.23%	31	2.24%
УИК №1094	1094	2490	2000	0	1442	45	513	45	1441	17	1469	0	0	6	14	0.94%	143	9.62%	87	5.85%	1133	76.24%	39	2.62%	7	0.47%	14	0.94%	32	2.15%
УИК №1095	1095	2038	1600	0	1165	23	412	23	1164	16	1171	0	0	6	12	1.01%	97	8.17%	53	4.47%	912	76.83%	45	3.79%	11	0.93%	9	0.76%	32	2.70%
УИК №1096	1096	1964	1600	0	1065	31	504	31	1064	5	1090	0	0	6	9	0.82%	83	7.58%	53	4.84%	856	78.17%	41	3.74%	8	0.73%	15	1.37%	25	2.28%
УИК №1097	1097	1864	1500	0	947	43	510	43	947	2	988	0	0	6	11	1.11%	101	10.20%	45	4.55%	746	75.35%	35	3.54%	5	0.51%	11	1.11%	34	3.43%
УИК №1098	1098	2014	1600	0	1243	20	337	20	1243	6	1257	0	0	6	13	1.03%	116	9.18%	51	4.04%	990	78.38%	33	2.61%	8	0.63%	18	1.43%	28	2.22%
УИК №1099	1099	2605	2000	0	1520	26	454	26	1519	16	1529	0	0	6	23	1.49%	132	8.54%	66	4.27%	1194	77.28%	40	2.59%	15	0.97%	22	1.42%	37	2.39%
УИК №1100	1100	1799	1500	0	1021	30	449	27	1021	14	1034	0	0	6	9	0.86%	101	9.64%	45	4.29%	792	75.57%	38	3.63%	6	0.57%	18	1.72%	25	2.39%
УИК №1101	1101	1840	1500	0	1066	28	406	28	1065	12	1081	0	0	6	7	0.64%	102	9.33%	67	6.13%	812	74.29%	30	2.74%	10	0.91%	21	1.92%	32	2.93%
УИК №1102	1102	1910	1500	0	1138	21	341	21	1138	13	1146	0	0	6	8	0.69%	101	8.71%	61	5.26%	909	78.43%	32	2.76%	6	0.52%	13	1.12%	16	1.38%
УИК №1103	1103	2308	2000	0	1265	19	716	19	1265	15	1269	0	0	6	9	0.70%	132	10.28%	63	4.91%	965	75.16%	47	3.66%	5	0.39%	14	1.09%	34	2.65%
УИК №1104	1104	1859	1500	0	1116	25	359	25	1115	5	1135	0	0	6	9	0.79%	100	8.77%	37	3.25%	888	77.89%	38	3.33%	14	1.23%	13	1.14%	36	3.16%
УИК №1105	1105	2092	2100	0	1247	24	829	24	1247	14	1257	0	0	6	9	0.71%	111	8.73%	51	4.01%	976	76.79%	49	3.86%	5	0.39%	23	1.81%	33	2.60%
УИК №1106	1106	2210	2000	0	1292	46	662	46	1291	17	1320	0	0	6	10	0.75%	115	8.60%	72	5.39%	1025	76.66%	38	2.84%	10	0.75%	14	1.05%	36	2.69%
УИК №1107	1107	2368	2000	0	1386	17	597	17	1386	17	1386	0	0	6	11	0.78%	138	9.84%	66	4.70%	1069	76.19%	47	3.35%	5	0.36%	10	0.71%	40	2.85%
УИК №1108	1108	2240	2000	0	1364	32	604	32	1364	13	1383	0	0	6	19	1.36%	120	8.60%	60	4.30%	1081	77.44%	47	3.37%	11	0.79%	14	1.00%	31	2.22%
УИК №1109	1109	2011	1700	0	1183	19	498	19	1182	8	1193	0	0	6	5	0.42%	124	10.32%	55	4.58%	906	75.44%	48	3.99%	7	0.58%	13	1.08%	35	2.91%
УИК №1110	1110	2329	2000	0	1313	26	661	26	1311	8	1329	0	0	6	13	0.97%	122	9.12%	49	3.66%	1032	77.19%	50	3.74%	5	0.37%	23	1.72%	35	2.62%
УИК №1111	1111	2027	1600	0	1170	17	413	17	1170	9	1178	0	0	6	4	0.34%	117	9.86%	41	3.45%	912	76.83%	30	2.53%	14	1.18%	22	1.85%	38	3.20%
УИК №1112	1112	3001	2500	0	1673	24	803	24	1673	7	1690	0	0	6	20	1.18%	170	10.02%	74	4.36%	1305	76.90%	68	4.01%	14	0.82%	19	1.12%	20	1.18%
УИК №1113	1113	1913	1500	0	1119	16	365	16	1119	13	1122	0	0	6	7	0.62%	115	10.13%	46	4.05%	844	74.36%	54	4.76%	8	0.70%	18	1.59%	30	2.64%
УИК №1114	1114	2067	1700	0	1199	32	469	32	1199	9	1222	0	0	6	14	1.14%	113	9.18%	48	3.90%	968	78.64%	32	2.60%	11	0.89%	4	0.32%	32	2.60%
УИК №1115	1115	2349	2000	0	1373	31	596	31	1373	9	1395	0	0	6	10	0.71%	127	9.05%	60	4.27%	1093	77.85%	46	3.28%	9	0.64%	21	1.50%	29	2.07%
УИК №1116	1116	2322	2000	0	1321	19	660	19	1319	13	1325	0	0	6	13	0.97%	121	9.04%	56	4.19%	1013	75.71%	56	4.19%	9	0.67%	19	1.42%	38	2.84%
УИК №1117	1117	2427	2000	0	1392	43	565	43	1388	19	1412	0	0	6	13	0.91%	116	8.11%	68	4.75%	1112	77.71%	41	2.87%	5	0.35%	12	0.84%	45	3.14%
УИК №1118	1118	1857	1500	0	1073	31	396	31	1073	6	1098	0	0	6	5	0.45%	99	8.97%	61	5.53%	842	76.27%	37	3.35%	6	0.54%	15	1.36%	33	2.99%
УИК №1119	1119	2125	1900	0	1222	23	655	23	1221	10	1234	0	0	6	8	0.64%	122	9.81%	50	4.02%	945	75.96%	48	3.86%	7	0.56%	14	1.13%	40	3.22%
УИК №1120	1120	2198	2000	0	1386	21	593	21	1386	13	1394	0	0	6	15	1.07%	119	8.46%	52	3.70%	1099	78.11%	49	3.48%	13	0.92%	17	1.21%	30	2.13%
УИК №1121	1121	2151	2000	0	1261	38	701	38	1260	16	1282	0	0	6	15	1.16%	121	9.32%	53	4.08%	979	75.42%	58	4.47%	6	0.46%	14	1.08%	36	2.77%
УИК №1122	1122	1749	1500	0	1014	6	480	6	1014	3	1017	0	0	6	1	0.10%	73	7.16%	39	3.82%	823	80.69%	40	3.92%	7	0.69%	7	0.69%	27	2.65%
УИК №1123	1123	2345	1800	0	1190	26	584	26	1189	21	1194	0	0	6	16	1.32%	98	8.07%	43	3.54%	937	77.12%	54	4.44%	9	0.74%	17	1.40%	20	1.65%
УИК №1124	1124	2783	2000	0	1714	5	281	5	1714	17	1702	0	0	6	17	0.99%	185	10.76%	50	2.91%	1241	72.19%	120	6.98%	8	0.47%	29	1.69%	52	3.03%
УИК №1125	1125	1813	1500	0	989	23	488	23	989	11	1001	0	0	6	5	0.49%	80	7.91%	55	5.43%	796	78.66%	35	3.46%	5	0.49%	6	0.59%	19	1.88%
УИК №1126	1126	1931	1600	0	1094	28	478	28	1094	16	1106	0	0	6	6	0.53%	89	7.93%	60	5.35%	875	77.99%	30	2.67%	12	1.07%	11	0.98%	23	2.05%
УИК №1127	1127	2218	2000	0	1216	40	744	40	1213	6	1247	0	0	6	7	0.56%	114	9.10%	58	4.63%	963	76.86%	50	3.99%	7	0.56%	16	1.28%	32	2.55%
УИК №1128	1128	2501	2300	0	1283	23	994	23	1282	14	1291	0	0	6	9	0.69%	130	9.96%	72	5.52%	972	74.48%	59	4.52%	9	0.69%	16	1.23%	24	1.84%
УИК №1129	1129	2415	2000	0	1558	6	436	6	1544	14	1536	0	0	6	14	0.90%	170	10.97%	74	4.77%	1099	70.90%	92	5.94%	8	0.52%	38	2.45%	41	2.65%
УИК №1130	1130	2780	2500	0	1638	27	835	27	1637	17	1647	0	0	6	9	0.54%	160	9.62%	74	4.45%	1268	76.20%	76	4.57%	7	0.42%	21	1.26%	32	1.92%
УИК №1131	1131	2714	2000	0	1568	13	419	13	1567	16	1564	0	0	6	8	0.51%	180	11.39%	62	3.92%	1165	73.73%	58	3.67%	10	0.63%	33	2.09%	48	3.04%
УИК №1132	1132	3241	2500	0	1797	20	683	20	1794	20	1794	0	0	6	11	0.61%	191	10.53%	62	3.42%	1353	74.59%	88	4.85%	10	0.55%	29	1.60%	50	2.76%
УИК №1133	1133	1277	1300	0	814	16	470	16	814	8	822	0	0	6	1	0.12%	78	9.40%	37	4.46%	663	79.88%	11	1.33%	7	0.84%	7	0.84%	18	2.17%
УИК №1134	1134	2544	1700	0	1121	21	558	21	1121	9	1133	0	0	6	6	0.53%	107	9.37%	59	5.17%	893	78.20%	37	3.24%	3	0.26%	15	1.31%	13	1.14%
УИК №1135	1135	3092	2500	0	1450	24	1026	24	1450	7	1467	0	0	6	11	0.75%	162	10.99%	64	4.34%	1117	75.78%	58	3.93%	3	0.20%	14	0.95%	38	2.58%
УИК №1136	1136	3062	2100	0	1824	3	273	3	1821	11	1813	0	0	6	13	0.71%	210	11.51%	50	2.74%	1297	71.11%	128	7.02%	10	0.55%	45	2.47%	60	3.29%
УИК №1137	1137	2704	2000	0	1716	2	282	2	1714	7	1709	0	0	6	8	0.47%	177	10.31%	60	3.50%	1255	73.14%	114	6.64%	3	0.17%	39	2.27%	53	3.09%
УИК №1138	1138	1834	1500	0	1128	4	368	4	1128	12	1120	0	0	6	7	0.62%	127	11.22%	22	1.94%	821	72.53%	79	6.98%	3	0.27%	29	2.56%	32	2.83%
УИК №633	633	2687	2500	0	1615	40	845	40	1615	13	1642	0	0	7	11	0.66%	136	8.22%	71	4.29%	1255	75.83%	72	4.35%	10	0.60%	34	2.05%	53	3.20%
УИК №634	634	2508	2500	0	1307	38	1155	38	1307	13	1332	0	0	7	23	1.71%	101	7.51%	58	4.31%	1036	77.03%	38	2.83%	13	0.97%	17	1.26%	46	3.42%
УИК №635	635	2045	2000	0	1228	24	748	24	1223	17	1230	0	0	7	10	0.80%	132	10.59%	65	5.21%	930	74.58%	42	3.37%	4	0.32%	13	1.04%	34	2.73%
УИК №636	636	2134	2000	0	1161	14	825	14	1161	10	1165	0	0	7	12	1.02%	128	10.89%	53	4.51%	863	73.45%	55	4.68%	7	0.60%	12	1.02%	35	2.98%
УИК №637	637	2406	2000	0	1344	36	620	36	1344	11	1369	0	0	7	11	0.80%	140	10.14%	73	5.29%	1003	72.68%	51	3.70%	13	0.94%	23	1.67%	55	3.99%
УИК №638	638	2252	2000	0	1383	34	583	34	1373	24	1383	0	0	7	12	0.85%	135	9.59%	51	3.62%	1027	72.99%	81	5.76%	8	0.57%	20	1.42%	49	3.48%
УИК №639	639	2437	2500	0	1282	35	1183	35	1280	12	1303	0	0	7	11	0.84%	96	7.30%	73	5.55%	1040	79.09%	41	3.12%	5	0.38%	13	0.99%	24	1.83%
УИК №640	640	2490	2000	0	1430	27	543	27	1430	20	1437	0	0	7	7	0.48%	141	9.68%	62	4.26%	1098	75.36%	61	4.19%	10	0.69%	17	1.17%	41	2.81%
УИК №641	641	1888	1500	0	1200	19	281	19	1194	12	1201	0	0	7	9	0.74%	108	8.90%	50	4.12%	884	72.88%	67	5.52%	15	1.24%	13	1.07%	55	4.53%
УИК №642	642	2673	2500	0	1393	17	1090	17	1390	13	1394	0	0	7	10	0.71%	114	8.10%	67	4.76%	1076	76.47%	53	3.77%	4	0.28%	28	1.99%	42	2.99%
УИК №643	643	2706	2500	0	1533	19	948	19	1531	12	1538	0	0	7	12	0.77%	148	9.55%	74	4.77%	1148	74.06%	73	4.71%	9	0.58%	29	1.87%	45	2.90%
УИК №644	644	1907	2000	0	1150	16	834	16	1149	15	1150	0	0	7	10	0.86%	96	8.24%	48	4.12%	895	76.82%	49	4.21%	11	0.94%	9	0.77%	32	2.75%
УИК №757	757	2256	2000	0	1295	11	694	11	1293	10	1294	0	0	7	15	1.15%	144	11.04%	57	4.37%	963	73.85%	48	3.68%	6	0.46%	16	1.23%	45	3.45%
УИК №758	758	1970	2000	0	1140	31	829	31	1136	20	1147	0	0	7	11	0.94%	105	8.99%	57	4.88%	863	73.95%	39	3.34%	9	0.77%	17	1.46%	46	3.94%
УИК №759	759	1334	1000	0	711	18	271	18	710	10	718	0	0	7	9	1.24%	62	8.52%	20	2.75%	555	76.24%	34	4.67%	3	0.41%	11	1.51%	24	3.30%
УИК №760	760	1806	1500	0	1152	32	316	32	1152	13	1171	0	0	7	8	0.68%	94	7.94%	47	3.97%	906	76.52%	41	3.46%	12	1.01%	17	1.44%	46	3.89%
УИК №761	761	2113	2000	0	1193	37	770	37	1193	15	1215	0	0	7	15	1.22%	118	9.59%	41	3.33%	929	75.53%	54	4.39%	6	0.49%	12	0.98%	40	3.25%
УИК №762	762	2607	2500	0	1390	18	1092	18	1390	18	1390	0	0	7	12	0.85%	120	8.52%	71	5.04%	1056	75.00%	49	3.48%	17	1.21%	18	1.28%	47	3.34%
УИК №763	763	2206	2000	0	1218	35	747	35	1216	9	1242	0	0	7	14	1.12%	105	8.39%	59	4.72%	974	77.86%	37	2.96%	7	0.56%	12	0.96%	34	2.72%
УИК №764	764	1103	1000	0	598	15	387	15	598	9	604	0	0	7	10	1.63%	44	7.18%	42	6.85%	463	75.53%	18	2.94%	4	0.65%	10	1.63%	13	2.12%
УИК №765	765	2657	2500	0	1451	42	1007	42	1446	14	1474	0	0	7	10	0.67%	129	8.67%	55	3.70%	1151	77.35%	51	3.43%	7	0.47%	30	2.02%	41	2.76%
УИК №766	766	2233	2000	0	1347	25	628	25	1346	17	1354	0	0	7	24	1.75%	135	9.85%	60	4.38%	1009	73.60%	50	3.65%	13	0.95%	23	1.68%	40	2.92%
УИК №767	767	2305	2000	0	1288	27	685	27	1288	17	1298	0	0	7	20	1.52%	116	8.82%	52	3.95%	983	74.75%	53	4.03%	12	0.91%	23	1.75%	39	2.97%
УИК №768	768	2337	2000	0	1443	25	532	25	1428	19	1434	0	0	7	17	1.17%	144	9.91%	71	4.89%	1074	73.92%	50	3.44%	7	0.48%	22	1.51%	49	3.37%
УИК №769	769	2877	2500	0	1536	24	940	24	1531	14	1541	0	0	7	17	1.09%	138	8.87%	58	3.73%	1167	75.05%	66	4.24%	16	1.03%	28	1.80%	51	3.28%
УИК №770	770	1464	1000	0	783	14	203	14	783	4	793	0	0	7	11	1.38%	77	9.66%	45	5.65%	600	75.28%	23	2.89%	3	0.38%	14	1.76%	20	2.51%
УИК №771	771	1170	1000	0	678	14	308	14	677	9	682	0	0	7	2	0.29%	70	10.13%	36	5.21%	501	72.50%	37	5.35%	3	0.43%	10	1.45%	23	3.33%
УИК №772	772	2054	1500	0	1134	29	337	29	1133	8	1154	0	0	7	15	1.29%	112	9.64%	55	4.73%	860	74.01%	51	4.39%	8	0.69%	19	1.64%	34	2.93%
УИК №773	773	2081	2000	0	1158	15	827	15	1153	10	1158	0	0	7	14	1.20%	102	8.73%	41	3.51%	887	75.94%	48	4.11%	4	0.34%	18	1.54%	44	3.77%
УИК №774	774	1901	1500	0	1096	16	388	16	1094	9	1101	0	0	7	4	0.36%	94	8.47%	68	6.13%	837	75.41%	39	3.51%	8	0.72%	16	1.44%	35	3.15%
УИК №775	775	2670	2000	0	1443	24	533	24	1441	18	1447	0	0	7	11	0.75%	148	10.10%	64	4.37%	1089	74.33%	52	3.55%	12	0.82%	18	1.23%	53	3.62%
УИК №776	776	2403	2000	0	1369	39	592	39	1369	15	1393	0	0	7	14	0.99%	154	10.94%	65	4.62%	1029	73.08%	60	4.26%	8	0.57%	17	1.21%	46	3.27%
УИК №777	777	1789	1500	0	1077	19	404	19	1077	48	1048	0	0	7	8	0.73%	96	8.76%	36	3.28%	797	72.72%	56	5.11%	6	0.55%	12	1.09%	37	3.38%
УИК №778	778	1484	1500	0	930	19	551	19	926	9	936	0	0	7	14	1.48%	80	8.47%	49	5.19%	705	74.60%	34	3.60%	5	0.53%	10	1.06%	39	4.13%
УИК №779	779	1490	1500	0	873	20	607	20	873	17	876	0	0	7	2	0.22%	73	8.17%	38	4.26%	685	76.71%	35	3.92%	9	1.01%	17	1.90%	17	1.90%
УИК №780	780	1664	1500	0	870	36	594	36	870	11	895	0	0	7	13	1.43%	87	9.60%	41	4.53%	707	78.04%	22	2.43%	3	0.33%	9	0.99%	13	1.43%
УИК №781	781	2361	2000	0	1381	34	585	34	1380	18	1396	0	0	7	7	0.50%	123	8.70%	67	4.74%	1078	76.24%	37	2.62%	14	0.99%	29	2.05%	41	2.90%
УИК №782	782	1485	1000	0	695	4	301	4	695	8	691	0	0	7	1	0.14%	59	8.44%	35	5.01%	548	78.40%	25	3.58%	4	0.57%	9	1.29%	10	1.43%
УИК №783	783	2162	2000	0	1265	28	707	28	1263	10	1281	0	0	7	9	0.70%	113	8.75%	63	4.88%	1004	77.77%	30	2.32%	13	1.01%	17	1.32%	32	2.48%
УИК №784	784	1747	1500	0	1049	25	426	25	1049	11	1063	0	0	7	8	0.74%	102	9.50%	52	4.84%	816	75.98%	33	3.07%	6	0.56%	20	1.86%	26	2.42%
УИК №785	785	2145	2000	0	1152	43	805	43	1152	15	1180	0	0	7	14	1.17%	106	8.87%	52	4.35%	901	75.40%	38	3.18%	15	1.26%	20	1.67%	34	2.85%
УИК №786	786	1290	1000	0	717	19	264	19	716	18	717	0	0	7	7	0.95%	61	8.30%	28	3.81%	544	74.01%	30	4.08%	10	1.36%	12	1.63%	25	3.40%
УИК №787	787	1860	1500	0	1105	40	355	40	1105	11	1134	0	0	7	10	0.87%	128	11.18%	35	3.06%	826	72.14%	54	4.72%	4	0.35%	13	1.14%	64	5.59%
УИК №788	788	2607	2500	0	1486	24	990	24	1482	20	1486	0	0	7	16	1.06%	151	10.03%	51	3.39%	1098	72.91%	61	4.05%	9	0.60%	34	2.26%	66	4.38%
УИК №789	789	2213	2000	0	1223	19	758	19	1223	21	1221	0	0	7	12	0.97%	120	9.66%	50	4.03%	889	71.58%	55	4.43%	14	1.13%	28	2.25%	53	4.27%
УИК №790	790	2350	2000	0	1327	23	650	23	1327	10	1340	0	0	7	20	1.48%	146	10.81%	47	3.48%	1015	75.19%	43	3.19%	14	1.04%	19	1.41%	36	2.67%
УИК №791	791	2415	2000	0	1350	31	619	31	1350	19	1362	0	0	7	8	0.58%	134	9.70%	67	4.85%	1029	74.51%	51	3.69%	6	0.43%	29	2.10%	38	2.75%
УИК №792	792	1880	2000	0	1155	32	813	32	1155	22	1165	0	0	7	14	1.18%	98	8.26%	70	5.90%	895	75.40%	34	2.86%	6	0.51%	17	1.43%	31	2.61%
УИК №793	793	2127	2000	0	1241	36	723	36	1241	16	1261	0	0	7	12	0.94%	120	9.40%	42	3.29%	911	71.34%	83	6.50%	6	0.47%	30	2.35%	57	4.46%
УИК №794	794	1683	1500	0	971	28	501	28	963	17	974	0	0	7	2	0.20%	84	8.48%	40	4.04%	750	75.68%	34	3.43%	11	1.11%	12	1.21%	41	4.14%
УИК №795	795	2407	2000	0	1267	38	695	38	1267	15	1290	0	0	7	16	1.23%	123	9.43%	50	3.83%	994	76.17%	49	3.75%	5	0.38%	13	0.99%	40	3.07%
УИК №796	796	2533	2500	0	1493	28	979	28	1490	20	1498	0	0	7	13	0.86%	145	9.55%	45	2.96%	1135	74.77%	67	4.41%	9	0.59%	30	1.98%	54	3.56%
УИК №797	797	1877	2000	0	1156	19	825	19	1156	11	1164	0	0	7	4	0.34%	103	8.77%	59	5.02%	879	74.81%	50	4.26%	6	0.51%	18	1.53%	45	3.83%
УИК №798	798	1890	2000	0	1146	29	825	29	1135	10	1154	0	0	7	13	1.12%	100	8.59%	40	3.44%	908	78.01%	42	3.61%	10	0.86%	8	0.69%	33	2.84%
УИК №799	799	1897	1500	0	1057	21	422	21	1057	13	1065	0	0	7	16	1.48%	118	10.95%	36	3.34%	791	73.38%	34	3.15%	12	1.11%	11	1.02%	47	4.36%
УИК №800	800	2092	2000	0	1261	29	710	29	1258	6	1281	0	0	7	7	0.54%	123	9.56%	47	3.65%	950	73.82%	58	4.51%	15	1.17%	28	2.18%	53	4.12%
УИК №801	801	1562	1500	0	1010	21	469	21	1008	11	1018	0	0	7	5	0.49%	111	10.79%	39	3.79%	776	75.41%	36	3.50%	4	0.39%	15	1.46%	32	3.11%
УИК №802	802	2357	2000	0	1437	51	512	51	1436	17	1470	0	0	7	17	1.14%	140	9.41%	54	3.63%	1108	74.51%	66	4.44%	7	0.47%	27	1.82%	51	3.43%
УИК №803	803	2480	2000	0	1316	33	651	33	1316	15	1334	0	0	7	15	1.11%	137	10.16%	50	3.71%	986	73.09%	62	4.60%	11	0.82%	19	1.41%	54	4.00%
УИК №804	804	2048	2000	0	1325	40	635	40	1320	9	1351	0	0	7	7	0.51%	124	9.12%	48	3.53%	1015	74.63%	57	4.19%	13	0.96%	21	1.54%	66	4.85%
УИК №805	805	1725	1500	0	921	17	562	17	921	10	928	0	0	7	9	0.96%	75	7.99%	44	4.69%	708	75.48%	35	3.73%	9	0.96%	18	1.92%	30	3.20%
УИК №806	806	2254	2000	0	1261	37	702	37	1261	13	1285	0	0	7	6	0.46%	102	7.86%	53	4.08%	1020	78.58%	36	2.77%	11	0.85%	19	1.46%	38	2.93%
УИК №807	807	2131	2000	0	1308	28	664	28	1308	11	1325	0	0	7	8	0.60%	137	10.25%	63	4.72%	998	74.70%	48	3.59%	5	0.37%	20	1.50%	46	3.44%
УИК №808	808	2008	2000	0	1115	32	853	32	1114	26	1120	0	0	7	16	1.40%	90	7.85%	49	4.28%	842	73.47%	54	4.71%	9	0.79%	24	2.09%	36	3.14%
УИК №809	809	2106	2000	0	1379	28	593	28	1360	11	1377	0	0	7	11	0.79%	127	9.15%	60	4.32%	1048	75.50%	60	4.32%	9	0.65%	23	1.66%	39	2.81%
УИК №810	810	2430	2500	0	1681	28	791	28	1679	31	1676	0	0	7	26	1.52%	146	8.55%	52	3.05%	1247	73.05%	87	5.10%	14	0.82%	36	2.11%	68	3.98%
УИК №811	811	2579	2500	0	1574	21	905	21	1572	27	1566	0	0	7	18	1.13%	158	9.92%	69	4.33%	1164	73.07%	68	4.27%	12	0.75%	19	1.19%	58	3.64%
УИК №812	812	2150	2000	0	1196	27	777	27	1196	11	1212	0	0	7	18	1.47%	122	9.98%	40	3.27%	890	72.77%	46	3.76%	13	1.06%	28	2.29%	55	4.50%
УИК №813	813	1798	1500	0	1100	14	386	14	1100	8	1106	0	0	7	9	0.81%	106	9.52%	48	4.31%	840	75.40%	44	3.95%	4	0.36%	11	0.99%	44	3.95%
УИК №814	814	2194	2000	0	1283	21	696	21	1278	15	1284	0	0	7	17	1.31%	102	7.85%	49	3.77%	972	74.83%	59	4.54%	8	0.62%	22	1.69%	55	4.23%
УИК №815	815	325	324	0	242	33	49	33	242	4	271	0	0	7	4	1.45%	30	10.91%	9	3.27%	214	77.82%	4	1.45%	1	0.36%	4	1.45%	5	1.82%
УИК №1674	1674	1153	1000	0	708	26	266	26	704	13	717	0	0	8	4	0.55%	84	11.51%	34	4.66%	513	70.27%	38	5.21%	9	1.23%	11	1.51%	24	3.29%
УИК №1675	1675	957	800	0	560	16	224	16	560	10	566	0	0	8	7	1.22%	56	9.72%	39	6.77%	426	73.96%	20	3.47%	7	1.22%	3	0.52%	8	1.39%
УИК №1676	1676	1756	2000	0	1365	18	617	18	1365	6	1377	0	0	8	16	1.16%	154	11.14%	61	4.41%	1063	76.86%	39	2.82%	9	0.65%	13	0.94%	22	1.59%
УИК №1677	1677	1528	1500	0	873	26	601	26	873	4	895	0	0	8	7	0.78%	73	8.12%	25	2.78%	713	79.31%	24	2.67%	8	0.89%	15	1.67%	30	3.34%
УИК №1678	1678	536	500	0	333	9	158	9	333	14	328	0	0	8	5	1.46%	25	7.31%	17	4.97%	260	76.02%	12	3.51%	3	0.88%	2	0.58%	4	1.17%
УИК №1679	1679	1641	1500	0	1033	30	437	29	1033	11	1051	0	0	8	9	0.85%	97	9.13%	53	4.99%	814	76.65%	29	2.73%	10	0.94%	10	0.94%	29	2.73%
УИК №1680	1680	1964	1500	0	1198	61	241	61	1196	20	1237	0	0	8	8	0.64%	92	7.32%	59	4.69%	1002	79.71%	33	2.63%	4	0.32%	13	1.03%	26	2.07%
УИК №1681	1681	298	350	0	233	61	56	61	233	2	292	0	0	8	1	0.34%	7	2.38%	13	4.42%	259	88.10%	6	2.04%	1	0.34%	3	1.02%	2	0.68%
УИК №1682	1682	2925	2500	0	1826	25	649	25	1826	13	1838	0	0	8	11	0.59%	155	8.37%	97	5.24%	1431	77.31%	74	3.99%	13	0.70%	25	1.35%	32	1.73%
УИК №1683	1683	2299	2000	0	1351	39	610	39	1351	18	1372	0	0	8	12	0.86%	136	9.78%	53	3.81%	1063	76.47%	47	3.38%	13	0.94%	18	1.29%	30	2.16%
УИК №1684	1684	2601	2500	0	1748	49	703	49	1748	26	1771	0	0	8	14	0.78%	148	8.24%	72	4.01%	1438	80.02%	36	2.00%	16	0.89%	17	0.95%	30	1.67%
УИК №1685	1685	3250	3000	0	2184	51	765	51	2184	31	2204	0	0	8	28	1.25%	226	10.11%	94	4.21%	1685	75.39%	60	2.68%	15	0.67%	31	1.39%	65	2.91%
УИК №1686	1686	2584	2500	0	1834	28	638	28	1833	20	1841	0	0	8	7	0.38%	176	9.46%	112	6.02%	1406	75.55%	55	2.96%	12	0.64%	20	1.07%	53	2.85%
УИК №1687	1687	1967	2000	0	1270	27	703	27	1269	14	1282	0	0	8	14	1.08%	95	7.33%	56	4.32%	1049	80.94%	28	2.16%	7	0.54%	11	0.85%	22	1.70%
УИК №1688	1688	1881	1500	0	1193	37	270	37	1193	12	1218	0	0	8	15	1.22%	119	9.67%	59	4.80%	938	76.26%	31	2.52%	10	0.81%	24	1.95%	22	1.79%
УИК №1689	1689	2500	2000	0	1554	35	411	35	1553	28	1560	0	0	8	12	0.76%	128	8.06%	70	4.41%	1234	77.71%	55	3.46%	13	0.82%	20	1.26%	28	1.76%
УИК №1690	1690	2184	2000	0	1332	55	613	55	1332	8	1379	0	0	8	22	1.59%	110	7.93%	49	3.53%	1102	79.45%	36	2.60%	8	0.58%	21	1.51%	31	2.24%
УИК №1691	1691	2115	1700	0	1399	24	277	24	1398	19	1403	0	0	8	16	1.13%	122	8.58%	67	4.71%	1117	78.55%	32	2.25%	6	0.42%	21	1.48%	22	1.55%
УИК №1692	1692	541	550	0	423	100	27	100	423	18	505	0	0	8	11	2.10%	8	1.53%	32	6.12%	430	82.22%	14	2.68%	3	0.57%	5	0.96%	2	0.38%
УИК №1693	1693	2657	2500	0	1737	26	737	26	1733	17	1742	0	0	8	12	0.68%	148	8.41%	73	4.15%	1380	78.45%	53	3.01%	15	0.85%	26	1.48%	35	1.99%
УИК №1694	1694	2339	2000	0	1378	33	589	33	1376	14	1395	0	0	8	16	1.14%	113	8.02%	78	5.54%	1083	76.86%	39	2.77%	8	0.57%	22	1.56%	36	2.56%
УИК №1695	1695	2620	2500	0	1647	37	816	37	1645	27	1655	0	0	8	12	0.71%	156	9.27%	69	4.10%	1271	75.56%	64	3.80%	11	0.65%	23	1.37%	49	2.91%
